id,name,iata,icao,callsign,country,active
560,Auo Airclub AIST-M,,ISM,STORK,Russia,false
561,Arab Wings,,AWS,ARAB WINGS,Jordan,false
562,Air West,,AWT,AIR WEST,Canada,false
563,Aeroline GmbH,7E,AWU,SYLT-AIR,Germany,true
567,Air Caraïbes,TX,FWI,FRENCH WEST,France,true
568,AirWest,,AWZ,,Sudan,false
569,Air India Express,IX,AXB,EXPRESS INDIA,India,true
570,Air Express,,AXD,AIR SUDEX,Sudan,false
572,Aeromexhaga,,AXH,AEROMEXHAGA,Mexico,false
574,African Express Airways,,AXK,EXPRESS JET,Kenya,false
576,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia,true
578,Aeromax,,AXP,AEROMAX SPAIN,Spain,false
579,Action Airlines (Action Air Charter),,AXQ,ACTION AIR,United States,false
580,Alberni Airways,,BNI,ALBERNI,Canada,false
581,Aerolineas Bonanza,,BNZ,AERO BONANZA,Mexico,false
582,Aerobona,,BOC,AEROBONA,Mexico,false
583,Aboitiz Air,,BOI,ABAIR,Philippines,false
585,Altus Airlines,,AXS,ALTUS,United States,false
586,Aviaxess,,AXV,AXAVIA,France,false
587,Avioimpex A.D.p.o.,,AXX,IMPEX,Macedonia,false
589,Aladia Airlines,,AYD,AIRLINES ALADIA,Mexico,false
590,Aykavia Aircompany,,AYK,,Armenia,false
593,Awsaj Aviation Services,,AYS,,Libya,false
594,Ayeet Aviation & Tourism,,AYT,AYEET,Israel,false
595,Atlant-Soyuz Airlines,3G,AYZ,ATLANT-SOYUZ,Russia,true
596,Alitalia,AZ,AZA,ALITALIA,Italy,true
597,Azamat,,AZB,TUMARA,Kazakhstan,false
598,Arcus-Air Logistic,ZE,AZE,ARCUS AIR,Germany,false
599,Air Zermatt AG,,AZF,AIR ZERMATT,Switzerland,false
600,Azalhelikopter,,AZK,AZALHELICOPTER,Azerbaijan,false
601,Africa One,,AZL,SKY AFRICA,Zambia,false
602,Aerocozumel,,AZM,AEROCOZUMEL,Mexico,false
603,Amaszonas,Z8,AZN,,Bolivia,true
604,Arizona Pacific Airways,,AZP,ARIZONA PACIFIC,United States,false
605,Aviacon Zitotrans Air Company,,AZS,ZITOTRANS,Russia,false
607,Azov Avia Airlines,,AZV,AZOV AVIA,Ukraine,false
608,Air Zimbabwe,UM,AZW,AIR ZIMBABWE,Zimbabwe,true
609,Aero Jomacha,,MHC,AERO JOMACHA,Mexico,false
610,Air Memphis,,MHS,AIR MEMPHIS,Egypt,false
611,Air Memphis,,MHU,MEPHIS UGANDA,Uganda,false
612,Air Marrakech Service,,MKH,AIR MARRAKECH,Morocco,false
613,Air Max Africa,,AZX,AZIMA,Gabon,false
615,Azza Transport,,AZZ,AZZA TRANSPORT,Sudan,false
616,Air Continental Inc,,NAR,NIGHT AIR,United States,false
617,Antanik-Air,,NAU,ANTANIK,Ukraine,false
618,Air Newark,,NER,NEWAIR,United States,false
619,Aircraft Support and Services,,NFF,,Lebanon,false
620,Aerobanana,,OBA,AEROBANANA,Mexico,false
621,Amako Airlines,,OBK,AMAKO AIR,Nigeria,false
622,Aserca Airlines,R7,OCA,AROSCA,Venezuela,true
623,Afrique CArgo Service Senegal,,NFS,,Senegal,false
624,Angoservice,,NGC,ANGOSERVICE,Angola,false
625,Angel Airlines,,NGE,ANGEL AIR,Thailand,false
626,Angel Flight America,,NGF,ANGEL FLIGHT,United States,false
627,Air Atonabee,,OUL,CITY EXPRESS,Canada,false
628,Aero Nova,,OVA,AERONOVA,Spain,false
629,Amira Air,,XPE,EXPERT,Austria,false
630,Aero Express Intercontinental,,XSS,INTER EXPRESS,Mexico,false
632,Air Libya Tibesti,,TLR,AIR LIBYA,Libya,false
633,Aerovic,,OVC,,Ecuador,false
634,Airventure,,RVE,AIRVENTURE,Belgium,false
635,Aero Servicios,,RVI,AERO SERVICIOS,Mexico,false
636,Airvallee,,RVL,AIR VALLEE,Italy,false
637,Aeromover,,OVE,AEROMOVER,Mexico,false
638,Aerovias Ejecutivas,,OVI,VIAS EJECUTIVAS,Mexico,false
639,Aero Servicio Pity,,PTD,PITY,Mexico,false
640,Aero Copter,,PTE,,Mexico,false
641,Rossiya-Russian Airlines,FV,SDM,PULKOVO,Russia,true
642,Air Pal,,PLL,AIRPAL,Spain,false
643,Air Pullmantur,,PLM,PULLMANTUR,Spain,false
644,Aviaexpress,RX,AEH,Avex,Hungary,false
645,Aviones Para Servirle,,PSG,SERVIAVIONES,Mexico,false
646,Avio Sluzba,,SLU,AVIO SLUZBA,Serbia,false
647,Air Scorpio,,SCU,SCORPIO UNIVERS,Bulgaria,false
648,Air Spirit,,SIP,AIR SPIRIT,United States,false
649,Alatau Airlines,,BMV,OLIGA,Kazakhstan,false
650,Aviateca,,GUG,AVIATECA,Guatemala,false
651,Aroostook Aviation,,PXX,PINE STATE,United States,false
652,Aeropycsa,,PYC,AEROPYCSA,Mexico,false
653,Association of Private Pilots of Kazakhstan,,PVK,BORIS,Kazakhstan,false
654,The Amiri Flight,,BAH,BAHRAIN,Bahrain,false
655,Aero Services,,BAS,AEROSERV,Barbados,false
656,Ababeel Aviation,,BBE,BABEL AIR,Sudan,false
657,Air Bashkortostan,,BBT,AGYDAL,Russia,false
658,Ambulance Air Africa,,MCY,MERCY,South Africa,false
660,Aeropuelche,,PUE,PUELCHE,Chile,false
661,Aeroput,,PUT,,Serbia,false
662,Azzurra Air,,AZI,AZZURRA,Italy,false
665,AD Aviation,,VUE,FLIGHTVUE,United Kingdom,true
666,Aero Costa Taxi Aereo,,XCT,AEROCOSTAXI,Mexico,false
667,Aerovitro,,VRO,AEROVITRO,Mexico,false
668,Aerotaxi Villa Rica,,VRI,VILLARICA,Mexico,false
669,Aerovega,,VEG,AEROVEGA,Mexico,false
670,Aerovilla,,VVG,AEROVILLA,Colombia,false
671,Aerolineas Villaverde,,VLR,VILLAVERDE,Mexico,false
672,Aero Air,,WIL,WILLIAMETTE,United States,false
673,Aero Ejecutivos,,VEJ,VENEJECUTIV,Venezuela,false
674,Aero Industries Inc,,WAB,WABASH,United States,false
675,Aero Servicios Vanguardia,,VNG,VANGUARDIA,Mexico,false
676,Aero Taxi Los Valles,,VAD,VALLES,Spain,false
677,Aero Vilamoura,,VMR,AERO VILAMOURA,Portugal,false
678,Aero Virel,,VLS,VIREL,Mexico,false
679,Aeronautical Radio Inc,,XAA,,United States,false
680,Aerovuelox,,VUO,AEROVUELOX,Mexico,false
681,Aeronaves TSM,,VTM,AERONAVES TSM,Mexico,false
683,Air Botswana,BP,BOT,BOTSWANA,Botswana,true
684,Air-Rep,,XPR,,United States,false
685,Air Excel,,XLL,TINGA-TINGA,Tanzania,false
686,Air Evans,,VAE,AIR-EVANS,Spain,false
687,Air Sorel,,WHY,AIR SOREL,Canada,false
688,Air Net Private Charter,,WDR,WIND RIDER,United States,false
689,Air Executive Charter,,XEC,,Germany,false
690,Air Foyle,GS,UPA,FOYLE,United Kingdom,true
691,Air Midwest,,VTY,VICTORY,Nigeria,false
692,Air Tahiti,VT,VTA,AIR TAHITI,French Polynesia,true
694,Air Vardar,,VDR,VARDAR,Macedonia,false
696,Air Walser,,WLR,AIRWALSER,Italy,false
697,Aircompany Rosavia,,URA,ROSAVIA,Ukraine,false
698,Aircraft Performance Group,,XLB,,United States,false
699,Airwaves Airlink,,WLA,AIRLIMITED,Zambia,false
700,Airways Corporation of New Zealand,,XFX,AIRCORP,New Zealand,false
701,Airways,,WAY,GARONNE,France,false
702,Airwings oy,,WGS,AIRWINGS,Finland,false
703,Airkenya,,XAK,SUNEXPRESS,Kenya,false
704,Air-Lift Associates,,WPK,WOLFPACK,United States,false
705,Airtrans Ltd,,VAB,,Russia,false
706,ARP 410 Airlines,,URP,AIR-ARP,Ukraine,false
707,Auckland Regional Rescue Helicopter Trust,,WPR,WESTPAC RESCUE,New Zealand,false
708,Aurora Airlines,,URR,AIR AURORA,Slovenia,false
709,Austro Aereo,,UST,AUSTRO AEREO,Ecuador,false
710,Aviation Partners,,WLT,WINGLET,United States,false
711,Avialift Vladivostok,,VLV,VLADLIFT,Russia,false
712,Aviacion Comercial de America,,VME,AVIAMERICA,Mexico,false
713,Aviast Air,,VVA,IALSI,Russia,false
714,Aviation North,,WLV,WOLVERINE,United States,false
716,Avient Air Zambia,,VNT,AVIENT,Zambia,false
717,Aviazur,,VZR,IAZUR,France,false
718,Aviaprad,,VID,AVIAPRAD,Russia,false
720,Aviaexpress Aircompany,,VXX,EXPRESSAVIA,Ukraine,false
721,AMR Services Corporation,,XAM,ALLIANCE,United States,false
722,Airline Operations Services,,XAO,,United States,false
723,Airlines 400,,VAZ,REMONT AIR,Russia,false
725,Ameravia,,VAM,AMERAVIA,Uruguay,false
726,Angkor Air,,VAV,AIR ANGKOR,Cambodia,false
727,AVB-2004 Ltd,,VBC,AIR VICTOR,Bulgaria,false
730,Avalair,,VAI,AIR AVALAIR,Serbia,false
731,Averitt Air Charter,,VRT,AVERITT,United States,false
734,Avstar Aviation,,VSA,STARBIRD,South Africa,false
735,AVESCA,,VSC,AVESCA,Colombia,false
736,Aviaprom Enterprises,,XAV,AVIAPROM,Russia,false
737,Avia Trans Air Transport,,VTT,VIATRANSPORT,Sudan,false
738,Aviostart AS,,VSR,AVIOSTART,Bulgaria,false
739,Aviacao Transportes Aereos e Cargas,,VTG,ATACARGO,Angola,false
740,Assistance Aeroportuaire de L'Aeroport de Paris,,XJA,,France,false
741,American Flight Service Systems,,XFS,,United States,false
742,AASANA,,XXV,,Bolivia,false
743,Australian air Express,,XME,AUS-CARGO,Australia,false
744,AMS Group,,XMG,,Russia,false
745,Air Caraibes Atlantique,,CAJ,CAR LINE,France,false
746,Air China Cargo,,CAO,AIRCHINA FREIGHT,China,false
747,Aerovias Caribe,,CBE,AEROCARIBE,Mexico,false
748,Aerotaxi del Cabo,,CBO,TAXI CABO,Mexico,false
749,Air Columbus,,CBS,AIR COLUMBUS,Ukraine,false
750,Aero Cabo,,CBV,CABOAEREO,Mexico,false
751,Air China,CA,CCA,AIR CHINA,China,true
752,Aerocardal,,CDA,CARDAL,Chile,false
753,Aero Condor Peru,Q6,CDP,CONDOR-PERU,Peru,true
755,Airline Skol,,CDV,SKOL,Russia,false
756,Aerofan,,CFF,AEROFAN,Spain,false
757,ACEF,,CFM,ACEF,Portugal,false
759,Aero Calafia,,CFV,CALAFIA,Mexico,false
760,Air Cargo Belize,,CGB,CARGO BELIZE,Belize,false
761,Aero Clube Do Algarve,,CGV,CLUBE ALGARVE,Portugal,false
762,Air Great Wall,,CGW,CHANGCHENG,China,false
763,Aircompany Chaika,,CHJ,AIR CHAIKA,Ukraine,false
765,Air Charter Professionals,,CHV,CHARTAIR,United States,false
766,Asia Continental Airlines,,CID,ACID,Kazakhstan,false
768,Aviation Charter Services,,CKL,CIRCLE CITY,United States,false
769,Aerovias Castillo,,CLL,AEROCASTILLO,Mexico,false
770,Aero Club De Portugal,,CLP,CLUB PORTUGAL,Portugal,false
771,Air Care Alliance,,CMF,COMPASSION,United States,false
772,Aero Continente Dominicana,,CND,CONDOMINICANA,Dominican Republic,false
773,Air Toronto,,CNE,CONNECTOR,Canada,false
774,Aquila Air,,CNH,CHENANGO,United States,false
775,Air Consul,,CNU,AIR CONSUL,Spain,false
776,Allcanada Express,,CNX,CANEX,Canada,false
777,ATS Private Company,,CPF,TECHSERVICE,Ukraine,false
871,Alfa 4,,FCU,,Mexico,false
778,Air Corridor,QC,CRD,AIR CORRIDOR,Mozambique,false
780,Air Cruzal,,CRJ,AIR CRUZAL,Angola,false
781,Aerotransportes Corporativos,,CRP,AEROTRANSCORP,Mexico,false
782,Air Creebec,,CRQ,CREE,Canada,false
783,Aero Charter and Transport,,CTA,CHAR-TRAN,United States,false
784,Air Tenglong,,CTE,TENGLONG,China,false
785,Aerlineas Centauro,,CTR,CENTAURO,Mexico,false
786,Aerocuahonte,,CUO,CUAHONTE,Mexico,false
789,Australian Customs Service,,CWP,COASTWATCH,Australia,false
790,Air One Cityliner,,CYL,CITYLINER,Italy,false
791,Air Transport,,CYO,COYOTE,United States,false
793,Aerocheyenne,,CYE,AEROCHEYENNE,Mexico,false
794,Air Algerie,AH,DAH,AIR ALGERIE,Algeria,true
795,Aerovias DAP,,DAP,DAP,Chile,false
796,Air Alpha,,DBA,DOUBLE-A,United States,false
797,Air Niagara Express,,DBD,AIR NIAGARA,Canada,false
798,Aviation Defense Service,,DEF,TIRPA,France,false
799,Air Service Groningen,,DEG,DEGGER,Netherlands,false
802,Archer Aviation,,DHM,ARCHER,United Kingdom,false
803,Aeromedica,,DIC,AEROMEDICA,Mexico,false
804,Aerodin,,DIN,AERODIN,Mexico,false
805,Antinea Airlines,HO,DJA,ANTINEA,Algeria,false
806,Air Djibouti,,DJU,AIR DJIB,Djibouti,false
807,Air Dolomiti,EN,DLA,DOLOMOTI,Italy,true
808,Aero Modelo,,DLS,AEROMODELO,Mexico,false
809,Aerolineas Del Sur,,DLU,DEL SUR,Chile,false
810,Aerodinamica de Monterrey,,DMC,DINAMICAMONT,Mexico,false
811,Aeroservicios Dinamicos,,DMI,AERODINAMICO,Mexico,false
812,Aerotaxis Dosmil,,DML,,Mexico,false
813,Aerodespachos De El Salvador,,DNA,AERODESPACHOS,El Salvador,false
814,Aeroynamics Malaga,,DNC,FLYINGOLIVE,Spain,false
815,Aerodynamics Incorporated,,DNJ,DYNAJET,United States,false
818,Airways Flight Training,,DRM,DARTMOOR,United Kingdom,false
819,Aeronaves Del Noreste,,DRO,AERONORESTE,Mexico,false
820,Addis Air Cargo Services,,DSC,ADDIS CARGO,Ethiopia,false
821,Aero Algarve,,DSK,SKYBANNER,Portugal,false
822,Aex Air,,DST,DESERT,United States,false
823,Aero Davinci International,,DVI,AERO DAVINCI,Mexico,false
824,Aero Dynamics,,DYN,AERO DYNAMIC,United States,false
825,Aeroservicios Ecuatorianos,,EAE,AECA,Ecuador,false
826,Aero-Pyrenees,,EAP,AERO-PYRENEES,France,false
827,Air Transport,,EAT,TRANS EUROPE,Slovakia,false
829,Aero Ejecutivo De Baja California,,EBC,CALIXJET,Mexico,false
831,Aero Ejecutivos RCG,,ECG,EJECTUIVOS RCG,Mexico,false
832,Aeronautica Castellana,,ECL,AERO CASTELLANA,Spain,false
833,Aerolineas Comerciales,,ECM,AERO COMERCIALES,Mexico,false
834,Aerolineas Nacionales Del Ecuador,,EDA,ANDES,Ecuador,false
835,Air Este,,EET,AESTE,Spain,false
836,Air Mana,,EFC,FLIGHT TAXI,France,false
837,Aer Lingus,EI,EIN,SHAMROCK,Ireland,true
838,Aeroservicios Ejecutivos Corporativos,,EJP,EJECCORPORATIVOS,Mexico,false
839,Alpi Eagles,E8,ELG,ALPI EAGLES,Italy,false
840,Arrendoora y Transportadora Aerea,,END,ARRENDADORA,Mexico,false
841,Eliossola,,EOS,ELIOSSOLA,Italy,false
842,Shenzhen Donghai Airlines,,EPA,DONGHAI AIR,China,false
843,Aeronaves Del Noroeste,,ENW,AERONOR,Spain,false
844,Airailes,,EOL,EOLE,France,false
845,Aero Ermes,,EOM,AERO ERMES,Mexico,false
846,Aero Transportes Empresariales,,EPL,EMPRESARIALES,Mexico,false
847,Epps Air Service,,EPS,EPPS AIR,United States,false
848,Aero Empresarial,,EPE,AEROEMPRESARIAL,Mexico,false
850,Avianergo,,ERG,AVIANERGO,Russia,false
851,Aero Servicios Regiomontanos,,ERI,ASERGIO,Mexico,false
852,Aerosec,,ERK,AEROSEC,Chile,false
853,Aeromaan,,ERM,EOMAAN,Mexico,false
854,Aerosaba,,ESB,AEROSABA,Mexico,false
855,Avitat,,ESO,,United Kingdom,false
856,Aerolineas Ejecutivas Del Sureste,,ESU,ALESUR,Mexico,false
857,Aeronautica Le Esperanza,,ESZ,ESPERANZA,Mexico,false
858,ATTICO,,ETC,TRANATTICO,Sudan,false
859,Aero Siete,,ETE,AEROSIETE,Mexico,false
860,Air Atlanta Europe,,EUK,SNOWBIRD,United Kingdom,false
861,Air Evex,,EVE,SUNBEAM,Germany,false
862,Aeronautical Academy of Europe,,EVR,DIANA,Portugal,false
863,Air Exchange,,EXG,EXCHANGE,United States,false
864,Atlantic Helicopters,,FAC,FAROECOPTER,Denmark,false
865,Argentine Air Force,,FAG,FUAER,Argentina,false
866,Air Fiji,PC,FAJ,FIJIAIR,Fiji,false
867,AF-Air International,,FAN,FANBIRD,Angola,false
868,Aviation Data Systems,,FBW,,United States,false
869,Air Carriers,,FCI,FAST CHECK,United States,false
870,Aerofrisco,,FCO,AEROFRISCO,Mexico,false
872,African Airlines,,FDA,AIR SANKORE,Mali,false
873,African Medical and Research Foundation,,FDS,FLYDOC,Kenya,false
874,Aero Freight,,FGT,FREIAERO,Mexico,false
875,Aerosafin,,FIC,AEROSAFIN,Mexico,false
877,Aerodata Flight Inspection,,FII,FLIGHT CHECKER,Germany,false
878,Airfix Aviation,,FIX,AIRFIX,Finland,true
879,Air Pacific,FJ,FJI,PACIFIC,Fiji,true
880,Air Falcon,,FLD,,Pakistan,false
883,Air Fret De Mauritanie,,FMT,,Mauritania,false
884,Avio Nord,,FNM,,Italy,false
885,Aeroflota Del Noroeste,,FNO,RIAZOR,Spain,false
886,Aero Fenix,,FNX,AERO FENIX,France,false
887,Ford Motor Company,,FRD,FORD,United States,false
889,Afrijet Airlines,,FRJ,AFRIJET,Nigeria,false
890,Afrika Aviation Handlers,,FRK,AFRIFAST,Kenya,false
891,Afrique Chart'air,,FRQ,CHARTER AFRIQUE,Cameroon,false
892,Aerofreight Airlines,,FRT,,Russia,false
893,Aereos Limited,,FST,FAST TRACK,United Kingdom,false
894,Air Affaires Tchad,,FTC,AFFAIRES TCHAD,Chad,false
895,ABC Bedarsflug,,FTY,FLY TYROL,Austria,false
896,Air Iceland,NY,FXI,FAXI,Iceland,true
897,Air Philippines,2P,GAP,ORIENT PACIFIC,Philippines,true
898,Aerogaucho,,GAU,AEROGAUCHO,Uruguay,false
899,Aero Business Charter,,GBJ,GLOBAL JET,Germany,false
900,Atlantic Airlines,,GBN,ATLANTIC GABON,Gabon,false
901,Aeronor,,GCF,AEROCARTO,Spain,false
902,Aerogem Cargo,,GCK,AEROGEM,Ghana,false
903,Aerovias del Golfo,,GFO,AEROVIAS GOLFO,Mexico,false
904,Aeronautica,,GGL,GIRA GLOBO,Angola,false
906,Aviance,,GHL,HANDLING,United Kingdom,false
907,Air Ghana,,GHN,AIR GHANA,Ghana,false
908,African International Transport,,GIL,AFRICAN TRANSPORT,Guinea,false
910,Africa Airlines,,GIZ,AFRILENS,Guinea,false
911,Air Gemini,,GLL,TWINS,Angola,false
912,Aero Charter,,GLT,GASLIGHT,United States,false
913,Aguilas Mayas Internacional,,GME,MAYAN EAGLES,Guatemala,false
914,Aerotaxis Guamuchil,,GMM,AEROGUAMUCHIL,Mexico,false
915,Aeroservicios Gama,,GMS,SERVICIOS GAMA,Mexico,false
917,Alberta Government,,GOA,ALBERTA,Canada,false
918,Air Scotland,,GRE,GREECE AIRWAYS,Greece,false
920,Air Cargo Center,,GRI,,Sao Tome and Principe,false
921,Air Greenland,GL,GRL,GREENLAND,Denmark,true
923,Agroar - Trabalhos Aereos,,GRR,AGROAR,Portugal,false
924,Aircompany Grodno,,GRX,GRODNO,Belarus,false
925,Airlift Alaska,,GSP,GREEN SPEED,United States,false
926,Agrocentr-Avia,,GSV,AGRAV,Kazakhstan,false
927,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,,GTC,GOLDEN WINGS,Turkey,false
929,Aerotaxi Grupo Tampico,,GTP,GRUPOTAMPICO,Mexico,false
930,Aerotaxis de Aguascalientes,,GUA,AGUASCALIENTES,Mexico,false
932,Air Victoria Georgia,,GVI,IRINA,Georgia,false
935,Air Taxi,,HAT,TAXI BIRD,France,false
936,Aerohein,,HEI,AEROHEIN,Chile,false
937,Atlantic Air Lift,,HGH,HIGHER,France,false
938,Atlantic Airlines de Honduras,,HHA,ATLANTIC HONDURAS,Honduras,false
939,Aviacion Ejecutiva De Hildago,,HID,EJECUTIVA HIDALGO,Mexico,false
940,Air Haiti,,HJA,AIRHAITI,Haiti,false
941,Al Rais Cargo,,HJT,AL-RAIS CARGO,United Arab Emirates,false
942,Air-Invest,,HKH,HAWKHUNGARY,Hungary,false
943,Air Tahoma,,HMA,TAHOMA,United States,false
944,Air Nova,,HMT,HAMILTON,Canada,false
945,Aero Homex,,HOM,AERO HOMEX,Mexico,false
946,Almiron Aviation,,HPO,ALMIRON,Uganda,false
947,Avinor,,HQO,,Norway,false
948,Airlink Airways,,HYR,HIGHFLYER,Ireland,false
950,AC Insat-Aero,,IAE,,Russia,false
951,Air Inter Cameroun,,ICM,INTER-CAMEROUN,Cameroon,false
952,Air Lift,,IFI,HELLAS LIFT,Greece,false
953,Aero Survey,,IKM,GHANA SURVEY,Ghana,false
954,Aero Airline,,ILK,ILEK,Kazakhstan,false
955,Airtime Charters,,IME,AIRTIME,United Kingdom,false
956,Aerotaxis Cimarron,,IMN,TAXI CIMARRON,Mexico,false
957,Aero International,,INA,AERO-NACIONAL,Mexico,false
958,Aeroingenieria,,ING,AEROINGE,Chile,false
959,Aeroservicios Intergrados de Norte,,INO,INTENOR,Mexico,false
960,Airpull Aviation,,IPL,IPULL,Spain,false
961,Arvand Airlines,,IRD,ARVAND,Iran,false
962,Atlas Aviation Group,,IRH,ATLAS AVIA,Iran,false
963,Aram Airline,,IRW,ARAM,Iran,false
964,Aria Tour,,IRX,ARIA,Iran,false
965,Aerotaxi,,ITE,AEROTAXI,Czech Republic,false
966,Avita-Servicos Aereos,,ITF,AIR AVITA,Angola,false
967,Aero Citro,,ITO,AERO CITRO,Mexico,false
968,Air Executive,,IVE,COMPANY EXEC,Spain,false
969,Aviainvest,,IWS,,Russia,false
971,Aerojal,,JAD,AEROJAL,Mexico,false
972,Airlink,,JAR,AIRLINK,Austria,false
973,Ambjek Air Services,,JEE,AMBJEK AIR,Nigeria,false
974,Avfinity,,UTX,,United States,false
975,Alexandair,,JMR,ALEXANDAIR,Canada,false
976,Air Jamaica Express,,JMX,JAMAICA EXPRESS,Jamaica,false
977,Air Swift Aviation,,JOA,,Australia,false
978,Aerojobeni,,JOB,JOBENI,Mexico,false
980,Aerosmith Aviation,,JPR,JASPER,United States,false
981,Arrendamiento de Aviones Jets,,JTS,AVIONESJETS,Mexico,false
982,Aero Juarez,,JUA,JUAREZ,Mexico,false
985,Air Kirovograd,,KAD,AIR KIROVOGRAD,Ukraine,false
986,Air Mach,,KAM,ICO-AIR,Italy,false
987,Air Kufra,,KAV,AIRKUFRA,Libya,false
988,Arkhabay,,KEK,ARKHABAY,Kazakhstan,false
989,Aero Charter Krifka,,KFK,KRIFKA AIR,Austria,false
990,Air Kraft Mir,,KFT,AIR KRAFT MIR,Uzbekistan,false
991,Air Concorde,,KGD,CONCORDE AIR,Bulgaria,false
992,Alexandria Airlines,,KHH,,Egypt,false
993,Afit,,KIE,TWEETY,Germany,false
994,Air South,,KKB,KHAKI BLUE,United States,false
995,Atlasjet,KK,KKK,ATLASJET,Turkey,true
996,Air Mali International,,KLB,TRANS MALI,Mali,false
997,Aerokaluz,,KLZ,AEROKALUZ,Mexico,false
999,Araiavia,,KOY,ALEKS,Kazakhstan,false
1000,AeroSucre,,KRE,AEROSUCRE,Colombia,false
1001,Air Kokshetau,,KRT,KOKTA,Kazakhstan,false
1002,Air Kissari,,KSI,KISSARI,Angola,false
1003,Aeronavigaciya,,KTN,AERONAVIGACIYA,Ukraine,false
1004,Alliance Avia,,KVR,KAVAIR,Kazakhstan,false
1005,Av Atlantic,,KYC,DOLPHIN,United States,false
1006,Air Astana,KC,KZR,ASTANALINE,Kazakhstan,true
1007,Aerovias De Lagos,,LAG,AEROLAGOS,Mexico,false
1008,Albanian Airlines,LV,LBC,ALBANIAN,Albania,true
1009,Albisa,,LBI,ALBISA,Mexico,false
1010,Albatros Airways,,LBW,ALBANWAYS,Albania,false
1011,Aerolineas Aereas Ejecutivas De Durango,,LDG,DURANGO,Mexico,false
1012,Aerologic,,LDL,,Russia,false
1570,Baseops International,,XBO,,United States,false
1013,Al-Donas Airlines,,LDN,ALDONAS AIR,Nigeria,false
1014,Aero Lider,,LDR,AEROLIDER,Mexico,false
1015,Aleem,,LEM,,Egypt,false
1016,Aerolineas Ejecutivas,,LET,MEXEJECUTIV,Mexico,false
1017,Air Alfa,,LFA,,Turkey,true
1018,Aero Control Air,,LFC,LIFE FLIGHT CANADA,Canada,false
1019,Aerolaguna,,LGN,AEROLAGUNA,Mexico,false
1020,Al Ahram Aviation,,LHR,AL AHRAM,Egypt,false
1022,Al-Dawood Air,,LIE,AL-DAWOOD AIR,Nigeria,false
1023,American Aviation,,LKP,LAKE POWELL,United States,false
1024,Airlink Solutions,,LKS,AIRLIN,Spain,false
1025,Air Solutions,,LKY,LUCKY,United States,false
1027,Aerolima,,LMA,AEROLIMA,Mexico,false
1028,Alamia Air,,LML,ALAMIA AIR,Libya,false
1029,Air Plus Argentina,,LMP,AIR FLIGHT,Argentina,false
1030,Almaty Aviation,,LMT,ALMATY,Kazakhstan,false
1031,Aerolineas Mexicanas J S,,LMX,LINEAS MEXICANAS,Mexico,false
1032,Air Almaty,,LMY,AGLEB,Kazakhstan,false
1033,Air Almaty ZK,,LMZ,ALUNK,Kazakhstan,false
1034,Aerolane,XL,LNE,LAN ECUADOR,Ecuador,true
1035,Airlink,,LNK,LINK,South Africa,false
1036,Aerolineas Internacionales,,LNT,LINEAINT,Mexico,false
1037,Alok Air,,LOK,ALOK AIR,Sudan,false
1038,Air Saint Louis,,LOU,AIR SAINTLOUIS,Senegal,false
1039,Alpine Aviation,,LPC,NETSTAR,South Africa,false
1041,Alrosa-Avia,,LRO,ALROSA,Russia,false
1042,Al Rida Airways,,LRW,AL RIDA,Mauritania,false
1043,Aurela,,LSK,AURELA,Lithuania,false
1044,Aerobusinessservice,,LSM,,Russia,false
1045,Alsair,,LSR,ALSAIR,France,false
1046,Aerotaxis Latinoamericanos,,LTI,LATINO,Mexico,false
1047,Alninati Aeronautics,,LUC,STEF,Switzerland,false
1048,Atlantis European Airways,TD,LUR,,Armenia,true
1049,Aliven,,LVN,ALIVEN,Italy,false
1050,Aviavilsa,,LVR,AVIAVILSA,Lithuania,false
1053,Apatas Air,,LYT,APATAS,Lithuania,false
1054,Air Ban,,LZP,DOC AIR,Bulgaria,false
1055,Air Lazur,,LZR,LAZUR BEE-GEE,Bulgaria,false
1056,Aerodromo De La Mancha,,MAM,AEROMAN,Spain,false
1057,Air Mauritius,MK,MAU,AIRMAURITIUS,Mauritius,true
1058,Avag Air,,MBA,AVAG AIR,Austria,false
1571,Bureau Veritas,,XDA,,France,false
1060,Airjet Exploracao Aerea De Carga,,MBC,MABECO,Angola,false
1061,Aeriantur-M,,MBV,AEREM,Moldova,false
1062,Air Mercia,,MCB,WESTMID,United Kingdom,false
1063,Air Medical,,MCD,AIR MED,United Kingdom,false
1064,Aerolineas Marcos,,MCO,MARCOS,Mexico,false
1065,Atlantic Aero and Mid-Atlantic Freight,,MDC,NIGHT SHIP,United States,false
1066,Air Madagascar,MD,MDG,AIR MADAGASCAR,Madagascar,true
1067,Aerosud Charter,,MDX,MEDAIR,South Africa,false
1068,Air Meridan,,MEF,EMPENNAGE,Nigeria,false
1069,Aero McFly,,MFL,MCFLY,Mexico,false
1070,Asia Pacific Airlines,,MGE,MAGELLAN,United States,false
1071,Aeromagar,,MGS,AEROMAGAR,Mexico,false
1072,Aero Premier De Mexico,,MIE,AEROPREMIER,Mexico,false
1073,Air Moldova,9U,MLD,AIR MOLDOVA,Moldova,true
